,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks,RC
679,NYM,NL,1987,0.339,0.434,0.268,0,3.84,99,3.78,192,771,1032,820.4634264492169
678,MON,NL,1987,0.328,0.401,0.265,0,3.92,108,3.75,120,695,1012,723.1453218314532
677,MIN,AL,1987,0.328,0.43,0.261,1,4.63,99,4.69,196,733,990,762.4765258215963
676,MIL,AL,1987,0.346,0.428,0.276,0,4.62,99,4.09,163,832,1039,830.9095291659971
675,LAD,NL,1987,0.309,0.371,0.252,0,3.72,108,3.75,125,594,1097,629.380073800738
674,KCR,AL,1987,0.328,0.412,0.262,0,3.86,118,3.97,168,677,923,739.780139488542
673,HOU,NL,1987,0.318,0.373,0.253,0,3.84,102,3.71,122,603,1137,650.7988687406422
672,DET,AL,1987,0.349,0.451,0.272,1,4.02,106,4.37,225,840,976,884.6436052046969
671,CLE,AL,1987,0.324,0.422,0.263,0,5.28,86,5.06,187,691,849,762.1427399507793
670,CIN,NL,1987,0.33,0.427,0.266,0,4.24,100,4.17,192,747,919,778.5656898254857
669,CHW,AL,1987,0.319,0.415,0.258,0,4.3,108,4.66,173,706,792,730.9732780082987
668,CHC,NL,1987,0.326,0.432,0.264,0,4.55,94,4.25,209,683,1024,784.1872843765402
667,CAL,AL,1987,0.326,0.401,0.252,0,4.38,99,4.57,172,709,941,722.901948051948
666,BOS,AL,1987,0.352,0.43,0.278,0,4.77,96,4.3,174,802,1034,837.5581395348837
665,BAL,AL,1987,0.322,0.418,0.258,0,5.01,88,4.9,211,701,870,748.7162295081968
664,ATL,NL,1987,0.339,0.403,0.258,0,4.63,94,4.5,152,696,837,736.5196902290328
663,TOR,AL,1988,0.332,0.419,0.268,0,3.8,103,4.02,158,706,904,771.2997696610727
662,TEX,AL,1988,0.32,0.368,0.252,0,4.05,100,4.15,112,589,912,643.8266068759342
661,STL,NL,1988,0.309,0.337,0.249,0,3.47,101,3.4,71,536,881,575.1687770743085
660,SFG,NL,1988,0.318,0.368,0.248,0,3.39,97,3.38,113,629,875,636.5535
659,SEA,AL,1988,0.317,0.398,0.257,0,4.15,100,3.95,148,617,981,682.453450907241
658,SDP,NL,1988,0.31,0.351,0.247,0,3.28,105,3.5,94,566,885,584.1907849829352
657,PIT,NL,1988,0.317,0.369,0.247,0,3.47,98,3.69,110,619,790,629.7302764666217
656,PHI,NL,1988,0.306,0.355,0.239,0,4.14,86,4.03,106,567,859,581.0183299389003
655,OAK,AL,1988,0.336,0.399,0.263,1,3.44,111,3.63,156,752,983,743.2542866386283
654,NYY,AL,1988,0.333,0.395,0.263,0,4.26,93,4.09,148,713,861,735.261003236246
653,NYM,NL,1988,0.325,0.396,0.256,1,2.91,111,2.86,152,659,1100,694.9264112903226
652,MON,NL,1988,0.309,0.373,0.251,0,3.08,117,3.63,107,575,923,638.9178695868592
651,MIN,AL,1988,0.34,0.421,0.274,0,3.93,104,3.88,151,710,897,781.2871811858231
650,MIL,AL,1988,0.314,0.375,0.257,0,3.45,116,3.69,113,632,832,641.6709971317699
649,LAD,NL,1988,0.305,0.352,0.248,1,2.96,114,3.12,99,587,1029,580.3561690524881
648,KCR,AL,1988,0.321,0.391,0.259,0,3.65,110,3.5,121,671,886,683.624685138539
647,HOU,NL,1988,0.306,0.351,0.244,0,3.41,98,3.48,96,575,1049,585.0743967828419
646,DET,AL,1988,0.324,0.378,0.25,0,3.71,103,3.98,143,650,890,664.5035708354094
645,CLE,AL,1988,0.314,0.387,0.261,0,4.16,98,3.73,134,629,812,665.2470866407701
644,CIN,NL,1988,0.309,0.368,0.246,0,3.35,108,3.66,122,588,934,612.8277730736664
643,CHW,AL,1988,0.303,0.37,0.244,0,4.12,97,4.15,132,573,754,606.6396946564886
642,CHC,NL,1988,0.31,0.383,0.261,0,3.84,94,3.63,113,612,897,673.8756169792695
641,CAL,AL,1988,0.321,0.385,0.261,0,4.32,90,4.11,124,660,817,684.6884812427697
640,BOS,AL,1988,0.357,0.42,0.283,1,3.97,104,3.67,124,760,1085,827.6861219195849
639,BAL,AL,1988,0.305,0.359,0.238,0,4.54,86,4.37,137,517,709,584.1990788126919
638,ATL,NL,1988,0.298,0.348,0.242,0,4.09,90,3.8,96,527,810,563.8864100817439
637,TOR,AL,1989,0.323,0.398,0.26,1,3.58,102,3.55,142,685,849,716.715830875123
636,TEX,AL,1989,0.326,0.394,0.263,0,3.91,102,3.74,122,654,1112,698.5968797181681
635,STL,NL,1989,0.321,0.363,0.258,0,3.36,108,3.41,73,587,844,639.8483080513419
634,SFG,NL,1989,0.316,0.39,0.25,1,3.3,102,3.75,141,647,802,668.4137527187552
633,SEA,AL,1989,0.32,0.384,0.257,0,4.0,101,3.8,134,653,897,671.4354274287618
632,SDP,NL,1989,0.319,0.369,0.251,0,3.38,104,3.7,120,598,933,639.7870773351189
631,PIT,NL,1989,0.311,0.359,0.241,0,3.64,93,3.85,95,584,827,618.0327761389708
630,PHI,NL,1989,0.314,0.364,0.243,0,4.04,88,4.01,123,594,899,620.5428809325562
629,OAK,AL,1989,0.331,0.381,0.261,1,3.09,119,3.52,127,659,930,682.576112412178
628,NYY,AL,1989,0.331,0.391,0.269,0,4.5,86,4.21,130,657,787,706.4127516778524
627,NYM,NL,1989,0.311,0.385,0.246,0,3.29,99,3.42,147,633,1108,654.3417320206908
626,MON,NL,1989,0.319,0.361,0.247,0,3.48,102,3.51,100,587,1059,629.5837462834489
625,MIN,AL,1989,0.334,0.402,0.276,0,4.28,98,3.97,117,691,851,747.1232876712329
624,MIL,AL,1989,0.318,0.382,0.259,0,3.8,102,3.82,126,660,812,659.9257759784075
623,LAD,NL,1989,0.306,0.339,0.24,0,2.95,117,3.26,89,513,1052,565.3215003348962
622,KCR,AL,1989,0.329,0.373,0.261,0,3.55,110,3.18,101,653,978,670.6385801957207
621,HOU,NL,1989,0.306,0.345,0.239,0,3.64,93,3.55,97,598,965,580.7297386701952
620,DET,AL,1989,0.318,0.351,0.242,0,4.53,85,4.43,116,564,831,602.8087086588
619,CLE,AL,1989,0.31,0.365,0.245,0,3.65,109,3.54,127,567,844,615.0563569272057
618,CIN,NL,1989,0.309,0.37,0.247,0,3.73,97,3.75,128,588,981,630.8789289871944
617,CHW,AL,1989,0.328,0.383,0.271,0,4.23,90,4.2,94,661,778,691.5738941018767
616,CHC,NL,1989,0.319,0.387,0.261,1,3.43,111,3.59,124,653,918,681.3450292397661
615,CAL,AL,1989,0.311,0.386,0.256,0,3.28,117,3.56,145,624,897,662.7534315366588
614,BOS,AL,1989,0.351,0.403,0.277,0,4.01,103,3.68,108,716,1054,800.4650499286734
613,BAL,AL,1989,0.326,0.379,0.252,0,4.0,95,4.09,129,659,676,669.9353555445052
612,ATL,NL,1989,0.298,0.35,0.234,0,3.7,98,3.46,128,544,966,567.0914593140551
611,TOR,AL,1990,0.328,0.419,0.265,0,3.84,108,3.85,167,729,892,768.2281275551921
610,TEX,AL,1990,0.331,0.376,0.259,0,3.83,103,3.83,110,641,997,677.6120119126406
609,STL,NL,1990,0.32,0.358,0.256,0,3.87,98,3.59,73,554,833,625.8421140658974
608,SFG,NL,1990,0.323,0.396,0.262,0,4.08,90,4.09,152,681,788,708.6424682395644
607,SEA,AL,1990,0.333,0.373,0.259,0,3.69,106,3.76,107,610,1064,678.1952224052718
606,SDP,NL,1990,0.32,0.38,0.257,0,3.68,105,3.93,123,628,928,674.7679366650174
605,PIT,NL,1990,0.33,0.405,0.259,1,3.4,107,3.77,138,693,848,722.2507537688442
604,PHI,NL,1990,0.327,0.363,0.255,0,4.07,93,4.17,103,619,840,654.5561549779303
603,OAK,AL,1990,0.336,0.391,0.254,1,3.18,116,3.84,164,693,831,708.698224852071
602,NYY,AL,1990,0.3,0.366,0.241,0,4.21,94,4.18,147,561,909,594.5416243654822
601,NYM,NL,1990,0.323,0.408,0.256,0,3.43,110,3.17,172,734,1217,723.6284768211921
600,MON,NL,1990,0.322,0.37,0.25,0,3.37,109,3.7,114,607,991,649.013435063858
599,MIN,AL,1990,0.324,0.385,0.265,0,4.12,101,3.88,100,625,872,677.76766487214
598,MIL,AL,1990,0.32,0.384,0.256,0,4.08,95,3.88,128,680,771,675.505978080372
597,LAD,NL,1990,0.328,0.382,0.262,0,3.72,99,3.68,129,669,1021,687.2492950738099
596,KCR,AL,1990,0.328,0.395,0.267,0,3.93,98,3.73,100,660,1006,711.2841630471099
595,HOU,NL,1990,0.313,0.345,0.242,0,3.61,103,3.9,94,536,854,579.0018559136157
594,DET,AL,1990,0.337,0.409,0.259,0,4.39,92,4.49,172,714,856,751.5831833796826
593,CLE,AL,1990,0.324,0.391,0.267,0,4.26,92,4.26,110,675,860,693.4189803129732
592,CIN,NL,1990,0.325,0.399,0.265,1,3.39,118,3.69,125,644,1029,711.0766149223836
591,CHW,AL,1990,0.32,0.379,0.258,0,3.61,107,3.71,106,637,914,652.3044217687075
590,CHC,NL,1990,0.314,0.392,0.263,0,4.34,95,3.93,136,649,877,686.7665667665667
589,CAL,AL,1990,0.329,0.391,0.26,0,3.79,100,3.66,147,646,944,715.5345501955671
588,BOS,AL,1990,0.344,0.395,0.272,1,3.72,110,3.43,106,660,997,748.7733071638862
587,BAL,AL,1990,0.33,0.37,0.245,0,4.04,94,4.34,132,623,776,655.6797364085667
586,ATL,NL,1990,0.311,0.396,0.25,0,4.58,88,3.93,162,636,938,673.4604316546763
585,TOR,AL,1991,0.322,0.4,0.257,1,3.5,121,3.76,133,649,971,700.8276553106213
584,TEX,AL,1991,0.341,0.424,0.27,0,4.47,91,4.24,177,774,1022,820.2413081441499
583,STL,NL,1991,0.322,0.357,0.255,0,3.69,101,3.79,68,599,822,616.6728876823888
582,SFG,NL,1991,0.309,0.381,0.246,0,4.03,89,4.1,141,605,905,636.242669362993
581,SEA,AL,1991,0.328,0.383,0.255,0,3.79,109,4.08,126,665,1003,687.7264057875699
580,SDP,NL,1991,0.31,0.362,0.244,0,3.57,107,3.8,121,591,921,604.3526823489592
579,PIT,NL,1991,0.338,0.398,0.263,1,3.44,104,3.53,126,725,919,734.0599769319492
578,PHI,NL,1991,0.303,0.358,0.241,0,3.86,95,3.95,111,590,988,599.8565962402263
577,OAK,AL,1991,0.331,0.389,0.248,0,4.57,84,4.49,159,716,892,689.4170522141441
576,NYY,AL,1991,0.316,0.387,0.256,0,4.42,94,4.07,147,630,936,674.7731958762887
575,NYM,NL,1991,0.317,0.365,0.244,0,3.56,103,3.31,117,605,1028,619.737577901297
574,MON,NL,1991,0.308,0.357,0.246,0,3.64,101,3.88,95,536,909,594.6984396200814
573,MIN,AL,1991,0.344,0.42,0.28,1,3.69,116,3.96,140,733,876,798.3349227227885
572,MIL,AL,1991,0.336,0.396,0.271,0,4.14,97,4.16,116,750,859,749.7480136208853
571,LAD,NL,1991,0.326,0.359,0.253,0,3.06,117,3.39,108,605,1028,630.7980303789017
570,KCR,AL,1991,0.328,0.394,0.264,0,3.92,106,3.59,117,689,1004,719.1098739151793
569,HOU,NL,1991,0.309,0.347,0.244,0,4.0,87,3.99,79,570,1033,586.7592407592408
568,DET,AL,1991,0.333,0.416,0.247,0,4.51,93,4.44,209,778,739,765.9317963496638
567,CLE,AL,1991,0.313,0.35,0.254,0,4.23,99,3.65,79,546,862,594.9797263051191
566,CIN,NL,1991,0.32,0.403,0.258,0,3.83,101,3.84,164,654,997,705.2938720988479
565,CHW,AL,1991,0.336,0.391,0.262,0,3.79,105,4.24,139,722,923,730.4464861379755
564,CHC,NL,1991,0.309,0.39,0.253,0,4.03,96,3.8,159,654,927,664.0798122065728
563,CAL,AL,1991,0.314,0.374,0.255,0,3.69,112,3.96,115,607,990,636.8935451165935
562,BOS,AL,1991,0.34,0.401,0.269,0,4.01,108,3.96,126,691,999,753.438020578148
561,BAL,AL,1991,0.319,0.401,0.254,0,4.59,87,4.07,170,660,868,713.5526744944553
560,ATL,NL,1991,0.328,0.393,0.258,1,3.49,112,3.63,141,704,969,702.0518358531317
559,TOR,AL,1992,0.333,0.414,0.263,1,3.91,104,3.8,163,737,954,758.9876988682959
558,TEX,AL,1992,0.321,0.393,0.25,0,4.09,94,3.7,159,646,1034,692.4448825365533
557,STL,NL,1992,0.323,0.375,0.262,0,3.38,101,3.56,94,599,842,674.3412711446871
556,SFG,NL,1992,0.302,0.355,0.244,0,3.61,93,3.76,105,532,927,580.3437446952979
555,SEA,AL,1992,0.323,0.402,0.263,0,4.55,87,4.2,149,638,894,719.3872143093739
554,SDP,NL,1992,0.313,0.386,0.255,0,3.56,101,3.39,135,576,971,659.8893573958509
553,PIT,NL,1992,0.324,0.381,0.255,1,3.35,104,3.51,106,656,844,683.6689632545932
552,PHI,NL,1992,0.32,0.377,0.253,0,4.11,86,3.83,118,638,851,655.8117823265102
551,OAK,AL,1992,0.346,0.386,0.258,1,3.73,100,4.11,142,693,843,716.0932064325566
550,NYY,AL,1992,0.328,0.406,0.261,0,4.21,93,4.1,163,703,851,739.3480176211453
549,NYM,NL,1992,0.31,0.342,0.235,0,3.66,96,3.32,93,564,1025,563.9844384303112
548,MON,NL,1992,0.313,0.37,0.252,0,3.25,108,3.39,102,601,1014,628.325925925926
547,MIN,AL,1992,0.341,0.391,0.277,0,3.7,109,3.66,104,701,923,740.7325257816336
546,MIL,AL,1992,0.33,0.375,0.268,0,3.43,113,3.82,82,683,793,682.4970906068163
545,LAD,NL,1992,0.313,0.339,0.248,0,3.41,102,3.37,72,499,981,568.5314256515074
544,KCR,AL,1992,0.315,0.364,0.256,0,3.81,106,3.72,75,568,834,624.1414141414141
543,HOU,NL,1992,0.313,0.359,0.246,0,3.72,91,3.64,96,582,978,610.5018376211159
542,DET,AL,1992,0.337,0.407,0.256,0,4.6,86,4.46,182,746,693,756.5541195476575
541,CLE,AL,1992,0.323,0.383,0.266,0,4.11,96,4.2,127,637,890,688.7595583388267
540,CIN,NL,1992,0.328,0.382,0.26,0,3.46,106,3.33,99,606,1060,685.4398140461564
539,CHW,AL,1992,0.336,0.383,0.261,0,3.82,101,4.01,110,686,810,707.1699346405229
538,CHC,NL,1992,0.307,0.364,0.254,0,3.39,107,3.77,104,566,901,622.3231230231397
537,CAL,AL,1992,0.301,0.338,0.243,0,3.84,103,3.91,88,537,888,539.838062283737
536,BOS,AL,1992,0.321,0.347,0.246,0,3.58,116,3.63,84,567,943,605.8929279577
535,BAL,AL,1992,0.34,0.398,0.259,0,3.79,106,3.86,148,680,846,736.5851272015656
534,ATL,NL,1992,0.316,0.388,0.254,1,3.14,118,3.34,138,641,948,669.9507785032647
533,TOR,AL,1993,0.35,0.436,0.279,1,4.21,103,4.13,159,796,1023,846.196854224096
532,TEX,AL,1993,0.329,0.431,0.267,0,4.28,98,4.22,181,780,957,775.4104788920407
531,STL,NL,1993,0.341,0.395,0.272,0,4.09,96,4.16,118,724,775,748.4007167291089
530,SFG,NL,1993,0.34,0.427,0.276,0,3.61,108,4.15,168,759,982,801.0291453976618
529,SEA,AL,1993,0.339,0.406,0.26,0,4.2,105,4.09,161,681,1083,748.9859431186662
528,SDP,NL,1993,0.312,0.389,0.252,0,4.23,98,4.23,153,633,957,658.267743020518
527,PIT,NL,1993,0.335,0.393,0.267,0,4.77,85,4.31,110,664,832,722.6330320460148
526,PHI,NL,1993,0.351,0.426,0.274,1,3.95,101,3.85,156,811,1117,846.7464566929134
525,OAK,AL,1993,0.33,0.394,0.254,0,4.9,84,4.71,158,679,864,719.1435523114355
524,NYY,AL,1993,0.353,0.435,0.279,0,4.35,96,4.49,178,793,899,859.9404228058936
523,NYM,NL,1993,0.305,0.39,0.248,0,4.05,99,4.05,158,632,867,648.3290366350068
522,MON,NL,1993,0.326,0.386,0.257,0,3.55,118,3.94,122,682,934,685.0598177299089
521,MIN,AL,1993,0.327,0.385,0.264,0,4.71,92,4.23,121,642,901,698.6764030193633
520,MIL,AL,1993,0.328,0.378,0.258,0,4.45,96,4.45,125,688,810,681.2945723684211
519,LAD,NL,1993,0.321,0.383,0.261,0,3.5,109,3.71,130,639,1043,685.7072368421053
518,KCR,AL,1993,0.32,0.397,0.263,0,4.04,114,3.85,125,641,985,694.3364705882353
517,HOU,NL,1993,0.33,0.409,0.267,0,3.49,111,3.65,138,656,1056,733.376950176145
516,FLA,NL,1993,0.314,0.346,0.248,0,4.13,103,4.21,94,542,945,588.8227021597187
515,DET,AL,1993,0.362,0.434,0.275,0,4.65,92,4.77,178,853,828,882.4147220046985
514,COL,NL,1993,0.323,0.422,0.273,0,5.41,88,4.72,142,704,913,747.4098221845893
513,CLE,AL,1993,0.335,0.409,0.275,0,4.58,95,4.7,141,747,888,765.0826919927952
512,CIN,NL,1993,0.324,0.396,0.264,0,4.51,89,4.19,137,669,996,706.9760079973342
511,CHW,AL,1993,0.338,0.411,0.265,1,3.7,114,4.02,162,731,974,762.7481517989157
510,CHC,NL,1993,0.325,0.414,0.27,0,4.18,94,4.17,161,706,905,753.6981722377737
509,CAL,AL,1993,0.331,0.38,0.26,0,4.34,103,4.46,114,644,843,675.1005877413938
508,BOS,AL,1993,0.33,0.395,0.264,0,3.77,122,3.99,114,644,997,708.0329780146569
507,BAL,AL,1993,0.346,0.413,0.267,0,4.31,104,4.4,157,744,900,784.7639136784034
506,ATL,NL,1993,0.331,0.408,0.262,1,3.14,128,3.5,169,712,1036,741.5624691358024
505,TOR,AL,1996,0.331,0.42,0.259,0,4.57,110,4.77,177,712,1033,760.5939947780679
504,TEX,AL,1996,0.358,0.469,0.284,1,4.65,113,4.63,221,890,976,958.4256523105942
503,STL,NL,1996,0.33,0.407,0.267,1,3.97,106,4.46,142,711,1050,732.237952309488
502,SFG,NL,1996,0.331,0.388,0.253,0,4.71,86,4.86,153,707,997,703.3490566037735
501,SEA,AL,1996,0.366,0.484,0.287,0,5.21,95,5.13,245,954,1000,992.520511202272
500,SDP,NL,1996,0.338,0.402,0.265,1,3.72,107,3.88,147,718,1194,762.9955242966752
499,PIT,NL,1996,0.329,0.407,0.266,0,4.61,95,4.46,138,738,1044,754.6319028340081
498,PHI,NL,1996,0.325,0.387,0.256,0,4.48,96,4.32,132,604,1044,684.415575807788
497,OAK,AL,1996,0.344,0.452,0.265,0,5.2,98,5.22,243,823,884,865.7212121212121
496,NYY,AL,1996,0.36,0.436,0.288,1,4.65,108,4.25,162,830,1139,883.9246006389776
495,NYM,NL,1996,0.324,0.412,0.27,0,4.22,96,4.42,147,697,999,749.0219363351476
494,MON,NL,1996,0.327,0.406,0.262,0,3.78,115,3.99,148,696,1206,720.7250291812572
493,MIN,AL,1996,0.357,0.425,0.288,0,5.28,97,5.24,118,812,959,852.9871979516722
492,MIL,AL,1996,0.353,0.441,0.279,0,5.14,101,5.35,178,845,846,874.3544384346166
491,LAD,NL,1996,0.316,0.384,0.252,1,3.46,112,3.8,150,661,1212,671.7581764122893
490,KCR,AL,1996,0.332,0.398,0.267,0,4.55,109,4.54,123,689,926,729.5746993905452
489,HOU,NL,1996,0.336,0.397,0.262,0,4.37,88,4.21,129,703,1163,721.1832728472451
488,FLA,NL,1996,0.329,0.393,0.257,0,3.95,103,4.1,150,650,1050,702.7694595934556
487,DET,AL,1996,0.323,0.42,0.256,0,6.38,80,5.83,204,741,957,749.294930875576
486,COL,NL,1996,0.355,0.472,0.287,0,5.59,93,5.13,221,909,932,921.3493542586235
485,CLE,AL,1996,0.369,0.475,0.293,1,4.34,112,4.38,218,904,1033,992.9471032745591
484,CIN,NL,1996,0.331,0.422,0.256,0,4.32,98,4.48,191,733,1089,760.6212246245256
483,CHW,AL,1996,0.36,0.447,0.281,0,4.52,105,4.64,195,860,1039,908.6724980299448
482,CHC,NL,1996,0.32,0.401,0.251,0,4.36,99,4.64,175,725,1027,700.1318136769079
481,CAL,AL,1996,0.339,0.431,0.276,0,5.3,93,5.24,192,727,1052,827.651376146789
480,BOS,AL,1996,0.359,0.457,0.283,0,4.98,101,4.81,209,882,1165,933.642388246327
479,BAL,AL,1996,0.35,0.472,0.274,1,5.14,96,4.89,257,914,1047,933.4338490685191
478,ATL,NL,1996,0.333,0.432,0.27,1,3.52,125,3.5,197,735,1245,806.7545572916666
477,TOR,AL,1997,0.31,0.389,0.244,0,3.92,116,4.13,147,627,1150,650.7416107382551
476,TEX,AL,1997,0.334,0.438,0.274,0,4.69,103,4.57,187,773,925,822.993171841977
475,STL,NL,1997,0.324,0.396,0.255,0,3.88,108,3.89,144,654,1130,703.9683533871765
474,SFG,NL,1997,0.337,0.414,0.258,1,4.39,94,4.38,172,746,1044,762.4362657091561
473,SEA,AL,1997,0.355,0.485,0.28,1,4.78,94,4.54,264,890,1207,958.974358974359
472,SDP,NL,1997,0.342,0.407,0.271,0,4.98,79,4.55,152,761,1059,779.7659745694511
471,PIT,NL,1997,0.329,0.404,0.262,0,4.28,102,4.2,129,686,1080,713.3125
470,PHI,NL,1997,0.322,0.385,0.255,0,4.85,88,4.4,116,622,1209,671.7681985910768
469,OAK,AL,1997,0.339,0.423,0.26,0,5.48,81,5.03,197,714,953,793.3984914138982
468,NYY,AL,1997,0.362,0.436,0.287,1,3.84,117,3.98,161,846,1165,901.4844973379268
467,NYM,NL,1997,0.332,0.405,0.262,0,3.95,104,4.32,153,741,982,735.8455712874547
466,MON,NL,1997,0.316,0.425,0.258,0,4.14,101,4.16,172,659,1138,727.1574167507569
465,MIN,AL,1997,0.333,0.409,0.27,0,5.0,92,4.64,132,730,908,757.8970468265622
464,MIL,AL,1997,0.325,0.398,0.26,0,4.22,111,4.56,135,643,1016,696.987537891546
463,LAD,NL,1997,0.33,0.418,0.268,0,3.62,107,4.09,174,706,1232,761.9245283018868
462,KCR,AL,1997,0.333,0.407,0.264,0,4.7,100,4.67,158,711,961,754.0327922077922
461,HOU,NL,1997,0.344,0.403,0.259,1,3.66,109,3.9,133,720,1138,745.4278728606357
460,FLA,NL,1997,0.346,0.395,0.259,1,3.83,106,4.1,136,703,1188,734.3699591836735
459,DET,AL,1997,0.332,0.415,0.258,0,4.56,101,4.59,176,743,982,748.3206799801948
458,COL,NL,1997,0.357,0.478,0.288,0,5.25,99,5.0,239,869,870,943.5719383617194
457,CLE,AL,1997,0.358,0.467,0.286,1,4.73,99,4.62,220,810,1036,926.9988660294832
456,CIN,NL,1997,0.321,0.389,0.253,0,4.41,98,4.38,142,612,1159,677.2809063645451
455,CHW,AL,1997,0.341,0.417,0.273,0,4.73,93,4.64,158,740,961,780.4118811881189
454,CHC,NL,1997,0.321,0.396,0.263,0,4.44,97,4.62,127,642,1072,692.9191919191919
453,BOS,AL,1997,0.352,0.463,0.291,0,4.85,97,4.49,185,810,987,934.3682287529786
452,BAL,AL,1997,0.341,0.429,0.268,1,3.91,113,4.23,196,780,1139,808.6055105348461
451,ATL,NL,1997,0.343,0.426,0.27,1,3.18,131,3.45,174,755,1196,802.0894693877551
450,ANA,AL,1997,0.346,0.416,0.272,0,4.52,104,4.83,161,775,1050,805.8869495596477
449,TOR,AL,1998,0.34,0.448,0.266,0,4.28,108,4.36,221,776,1154,832.1865234375
448,TEX,AL,1998,0.357,0.462,0.289,1,4.99,96,4.42,201,894,994,932.4040210627094
447,TBD,AL,1998,0.321,0.385,0.261,0,4.35,110,4.78,111,579,1008,681.408095554081
446,STL,NL,1998,0.341,0.441,0.258,0,4.31,99,4.4,223,781,972,833.5938746211517
445,SFG,NL,1998,0.353,0.421,0.274,0,4.18,97,4.42,161,800,1089,832.5413891531874
444,SEA,AL,1998,0.345,0.468,0.276,0,4.93,93,4.54,234,822,1156,898.1817006142903
443,SDP,NL,1998,0.33,0.409,0.253,1,3.63,108,3.84,167,715,1217,733.9255004922875
442,PIT,NL,1998,0.311,0.374,0.254,0,3.91,112,4.08,107,613,1112,624.8583078491336
441,PHI,NL,1998,0.326,0.395,0.264,0,4.64,95,4.43,126,672,1176,720.6236734693878
440,OAK,AL,1998,0.338,0.397,0.257,0,4.81,94,4.7,149,755,922,728.7809897109261
439,NYY,AL,1998,0.364,0.46,0.288,1,3.82,116,4.15,207,907,1080,940.0006353240152
438,NYM,NL,1998,0.33,0.394,0.259,0,3.76,112,4.18,136,671,1129,712.510687273923
437,MON,NL,1998,0.31,0.394,0.249,0,4.38,96,4.38,147,602,1017,650.7889704626942
436,MIN,AL,1998,0.328,0.389,0.266,0,4.75,100,4.48,115,691,952,715.3025866276232
435,MIL,NL,1998,0.33,0.396,0.26,0,4.63,93,4.62,152,673,1063,712.3900872715298
434,LAD,NL,1998,0.31,0.387,0.252,0,3.81,106,4.06,159,630,1178,651.8107009820521
433,KCR,AL,1998,0.324,0.399,0.263,0,5.15,92,4.83,134,686,999,711.4781597741239
432,HOU,NL,1998,0.356,0.436,0.28,1,3.5,118,3.86,166,818,1187,863.1654423506867
431,FLA,NL,1998,0.317,0.373,0.248,0,5.18,78,4.97,114,621,1016,649.2243958573073
430,DET,AL,1998,0.323,0.415,0.264,0,4.93,96,4.81,165,691,947,749.4683771858147
429,COL,NL,1998,0.347,0.461,0.291,0,4.99,104,4.7,183,791,951,896.6966071135879
428,CLE,AL,1998,0.347,0.448,0.272,1,4.44,107,4.54,198,811,1037,870.7780979827089
427,CIN,NL,1998,0.337,0.402,0.262,0,4.44,98,4.45,138,723,1098,741.5204783748362
426,CHW,AL,1998,0.339,0.444,0.271,0,5.22,88,5.1,198,806,911,834.4131355932203
425,CHC,NL,1998,0.337,0.433,0.264,1,4.47,98,4.35,212,788,1207,820.5696
424,BOS,AL,1998,0.348,0.463,0.28,1,4.18,113,4.4,205,827,1025,889.6807228915662
423,BAL,AL,1998,0.347,0.447,0.273,0,4.74,96,4.4,214,783,1065,853.3665151023059
422,ATL,NL,1998,0.342,0.453,0.272,1,3.25,128,3.53,215,794,1232,838.5064655172414
421,ARI,NL,1998,0.314,0.393,0.246,0,4.63,91,4.69,159,621,908,664.4137123745819
420,ANA,AL,1998,0.335,0.415,0.272,0,4.49,106,4.51,147,739,1091,777.1270358306189
419,TOR,AL,1999,0.352,0.457,0.28,0,4.92,99,4.77,212,856,1009,895.4659163987138
418,TEX,AL,1999,0.361,0.479,0.293,1,5.07,100,4.6,230,897,979,977.9814755669115
417,TBD,AL,1999,0.343,0.411,0.274,0,5.06,98,4.84,145,728,1055,777.1941272430669
416,STL,NL,1999,0.338,0.426,0.262,0,4.74,97,4.68,194,763,1025,795.3184538250041
415,SFG,NL,1999,0.356,0.434,0.271,0,4.71,92,4.84,188,828,1076,849.6632049848218
414,SEA,AL,1999,0.343,0.455,0.269,0,5.24,95,5.08,244,825,980,865.1607893885474
413,SDP,NL,1999,0.332,0.393,0.252,0,4.47,95,4.57,153,671,1078,700.2371784232365
412,PIT,NL,1999,0.334,0.419,0.259,0,4.33,107,4.51,171,735,1083,755.0206919384208
411,PHI,NL,1999,0.351,0.431,0.275,0,4.92,98,5.05,161,797,1030,840.2697062128752
410,OAK,AL,1999,0.355,0.446,0.259,0,4.69,97,4.53,235,845,967,861.2498012402608
409,NYY,AL,1999,0.366,0.453,0.282,1,4.13,113,4.35,193,855,1111,916.8001909004137
408,NYM,NL,1999,0.363,0.434,0.279,1,4.27,104,4.39,181,814,1172,873.8543488630943
407,MON,NL,1999,0.323,0.427,0.265,0,4.69,96,4.38,163,680,1043,757.1345672836418
406,MIN,AL,1999,0.328,0.384,0.264,0,5.0,101,4.82,105,643,927,686.3219349457881
405,MIL,NL,1999,0.353,0.426,0.273,0,5.07,89,5.07,165,777,987,831.5378205128205
404,LAD,NL,1999,0.339,0.42,0.266,0,4.45,97,4.72,187,761,1077,787.7227722772277
403,KCR,AL,1999,0.348,0.433,0.282,0,5.35,93,5.31,151,800,831,837.7601883422634
402,HOU,NL,1999,0.355,0.42,0.267,1,3.83,117,3.69,168,784,1204,813.2055367777241
